City|State short|State full|County|City alias|Latitude|Longitude
Warrenton|GA|Georgia|WARREN|Norris|33.40708370000001|-82.6620781
Wrightsville|GA|Georgia|JOHNSON|Wrightsville|32.7293279|-82.719859
Girard|GA|Georgia|BURKE|Girard|33.04043230000001|-81.71205669999999
Tifton|GA|Georgia|TIFT|Abraham Baldwin College|31.483078|-83.53016649999999
Saint Simons Island|GA|Georgia|GLYNN|St Simons Island|31.1595905|-81.3885517
Wiley|GA|Georgia|RABUN|Wiley|34.7820378|-83.4162755
Hoboken|GA|Georgia|BRANTLEY|Hoboken|31.1810559|-82.1348416
Gordon|GA|Georgia|WILKINSON|Gordon|32.8820866|-83.3323848
Morrow|GA|Georgia|CLAYTON|Morrow|33.5831662|-84.33936829999999
Valdosta|GA|Georgia|LOWNDES|Clyattville|30.691594|-83.3151501
Atlanta|GA|Georgia|FULTON|Wells Fargo|33.7543109|-84.38976740000001
Newington|GA|Georgia|SCREVEN|Newington|32.5901748|-81.503996
Canton|GA|Georgia|CHEROKEE|Canton|34.2367621|-84.4907621
Dawson|GA|Georgia|TERRELL|Dawson|31.7735001|-84.4465826
Braselton|GA|Georgia|JACKSON|Braselton|34.1092735|-83.7626729
Rebecca|GA|Georgia|TURNER|Rebecca|31.8065688|-83.4868295
Union Point|GA|Georgia|GREENE|Penfield|33.6156831|-83.0745969
Baxley|GA|Georgia|APPLING|Pine Grove|31.8132474|-82.4473538
Perkins|GA|Georgia|JENKINS|Perkins|32.9092808|-81.9532346
Donalsonville|GA|Georgia|SEMINOLE|Donalsonville|31.0404625|-84.87909110000001
Redan|GA|Georgia|DEKALB|Lithonia|33.7123305|-84.1051939
Eton|GA|Georgia|MURRAY|Eton|34.82508|-84.763272
Sycamore|GA|Georgia|TURNER|Sycamore|31.6743474|-83.63739029999999
Hazlehurst|GA|Georgia|JEFF DAVIS|Hazlehurst|31.8696309|-82.59430259999999
Taylorsville|GA|Georgia|BARTOW|Taylorsville|34.0862094|-84.98744490000001
Twin City|GA|Georgia|EMANUEL|Twin City|32.5829413|-82.15512190000001
Howard|GA|Georgia|TAYLOR|Howard|32.5960761|-84.38431419999999
Boneville|GA|Georgia|MCDUFFIE|Boneville|33.458546|-82.42324669999999
Pooler|GA|Georgia|CHATHAM|Pooler|32.115481|-81.2470574
Athens|GA|Georgia|CLARKE|Athens|33.9519347|-83.357567
Garfield|GA|Georgia|EMANUEL|Garfield|32.649885|-82.09817500000001
Musella|GA|Georgia|CRAWFORD|Musella|32.7991749|-84.0314855
Brunswick|GA|Georgia|GLYNN|Brunswick|31.1499528|-81.49148939999999
Lyons|GA|Georgia|TOOMBS|Lyons|32.2043546|-82.32179099999999
Fort Gaines|GA|Georgia|CLAY|Fort Gaines|31.6090569|-85.0471505
Stone Mountain|GA|Georgia|DEKALB|St Mtn|33.8081608|-84.17019599999999
Broxton|GA|Georgia|COFFEE|Lotts|31.5947268|-82.8803157
Turnerville|GA|Georgia|HABERSHAM|Turnerville|34.6867621|-83.4259998
Columbus|GA|Georgia|MUSCOGEE|Columbus|32.4609764|-84.9877094
Clinchfield|GA|Georgia|HOUSTON|Clinchfield|32.4134862|-83.6382363
Atlanta|GA|Georgia|DEKALB|Sandy Spgs|33.9304352|-84.3733147
Jefferson|GA|Georgia|JACKSON|Arcade|34.0778881|-83.5615536
Decatur|GA|Georgia|DEKALB|Belvedere|33.7748275|-84.2963123
Lyons|GA|Georgia|TOOMBS|Cedar Crossing|31.9718094|-82.3642988
Augusta|GA|Georgia|COLUMBIA|Martinez|33.5173577|-82.0756734
Norristown|GA|Georgia|EMANUEL|Norristown|32.5068347|-82.49429649999999
Denton|GA|Georgia|JEFF DAVIS|Denton|31.7227688|-82.6972576
Newnan|GA|Georgia|COWETA|Newnan|33.3806716|-84.79965729999999
Statham|GA|Georgia|BARROW|Statham|33.9651127|-83.596555
Bishop|GA|Georgia|OCONEE|Bishop|33.8226901|-83.4386516
Decatur|GA|Georgia|DEKALB|Dunaire|33.7810523|-84.2283154
Buchanan|GA|Georgia|HARALSON|Buchanan|33.7999252|-85.1735164
Sapelo Island|GA|Georgia|MCINTOSH|Sapelo Island|31.4764158|-81.2408689
Suwanee|GA|Georgia|GWINNETT|Suwanee|34.0514898|-84.0712997
Sea Island|GA|Georgia|GLYNN|Sea Island|31.2017278|-81.33169029999999
Savannah|GA|Georgia|CHATHAM|Vernonburg|31.9657681|-81.12011059999999
Griffin|GA|Georgia|SPALDING|Griffin|33.2467807|-84.2640904
Nicholls|GA|Georgia|COFFEE|Sessoms|31.5200063|-82.6380839
Alpharetta|GA|Georgia|FULTON|Milton|34.0753762|-84.2940899
Ocilla|GA|Georgia|IRWIN|Ocilla|31.5943567|-83.2504328
Box Springs|GA|Georgia|TALBOT|Juniper|32.5326403|-84.6610372
Saint Simons Island|GA|Georgia|GLYNN|Saint Simons Is|31.1595905|-81.3885517
Atlanta|GA|Georgia|FULTON|Atlanta Postal Credit Union|33.6518728|-84.39214760000002
Evans|GA|Georgia|COLUMBIA|Evans|33.5337464|-82.1306747
Monticello|GA|Georgia|JASPER|Monticello|33.3048479|-83.6832289
Enigma|GA|Georgia|BERRIEN|Enigma|31.4129695|-83.3290468
Pitts|GA|Georgia|WILCOX|Pitts|31.9446209|-83.5407214
Upatoi|GA|Georgia|MUSCOGEE|Columbus|32.5483817|-84.7400195
Ailey|GA|Georgia|MONTGOMERY|Higgston|32.1874042|-82.5656886
Brunswick|GA|Georgia|GLYNN|Fed Law Enforcement Trng Ctr|31.2283686|-81.46284229999999
Nicholls|GA|Georgia|COFFEE|Nicholls|31.5174219|-82.63486019999999
Clarkesville|GA|Georgia|HABERSHAM|Clarkesville|34.6125971|-83.5248933
Plains|GA|Georgia|SUMTER|Plains|32.0340508|-84.3926912
Juliette|GA|Georgia|MONROE|Juliette|33.1073521|-83.8001802
Bainbridge|GA|Georgia|DECATUR|Bainbridge|30.9037995|-84.57546990000002
Douglasville|GA|Georgia|DOUGLAS|Douglasville|33.7514966|-84.7477136
Du Pont|GA|Georgia|CLINCH|Du Pont|30.9885419|-82.87153049999999
Lagrange|GA|Georgia|TROUP|Lagrange|33.0362218|-85.0322444
Hawkinsville|GA|Georgia|PULASKI|Grovania|32.2837731|-83.4721177
Millen|GA|Georgia|JENKINS|Scarboro|32.8040512|-81.9492812
Statesboro|GA|Georgia|BULLOCH|Statesboro|32.4487876|-81.7831674
Peachtree City|GA|Georgia|FAYETTE|Peachtree City Parcel Return|33.368494|-84.57414299999999
Warner Robins|GA|Georgia|HOUSTON|South Base|32.596254|-83.59300139999999
Maxeys|GA|Georgia|OGLETHORPE|Maxeys|33.7542889|-83.1734874
Rockmart|GA|Georgia|POLK|Rockmart|34.0026005|-85.0416133
Oakman|GA|Georgia|GORDON|Oakman|34.5664755|-84.7082685
Atlanta|GA|Georgia|COBB|Sandy Springs|33.9304352|-84.3733147
Patterson|GA|Georgia|PIERCE|Patterson|31.3874383|-82.1401193
Tarrytown|GA|Georgia|MONTGOMERY|Tarrytown|32.3187886|-82.5592992
Swainsboro|GA|Georgia|EMANUEL|Blun|32.7098014|-82.3182916
Marietta|GA|Georgia|COBB|Mar|33.935461|-84.50358
Marshallville|GA|Georgia|MACON|Marshallville|32.4562623|-83.9401857
Fort Stewart|GA|Georgia|LIBERTY|Ft Stewart|31.8690667|-81.6089873
Union Point|GA|Georgia|GREENE|Union Point|33.6156831|-83.0745969
Ty Ty|GA|Georgia|TIFT|Tyty|31.4718497|-83.6468362
Tifton|GA|Georgia|TIFT|Tifton|31.4504629|-83.5084973
Screven|GA|Georgia|WAYNE|Screven|31.48632539999999|-82.0170596
East Dublin|GA|Georgia|LAURENS|E Dublin|32.548222|-82.87180839999999
Blairsville|GA|Georgia|UNION|Blairsville|34.8761989|-83.95824119999999
Mitchell|GA|Georgia|GLASCOCK|Shoals|33.2486031|-82.806486
Hardwick|GA|Georgia|BALDWIN|Hardwick|33.0480193|-83.2452478
White Oak|GA|Georgia|CAMDEN|White Oak|31.0314302|-81.73050429999999
Milledgeville|GA|Georgia|BALDWIN|Mville|33.0801429|-83.2320991
Fort Stewart|GA|Georgia|LIBERTY|Fort Stewart|31.8690667|-81.6089873
Dover|GA|Georgia|SCREVEN|Dover|32.5771168|-81.71511029999999
Albany|GA|Georgia|DOUGHERTY|Radium Springs|31.5262863|-84.1354626
Georgetown|GA|Georgia|QUITMAN|Georgetown|31.884605|-85.1074308
Savannah|GA|Georgia|CHATHAM|Savannah|32.0808989|-81.091203
Pembroke|GA|Georgia|BRYAN|Nevils|32.1360332|-81.6220565
Townsend|GA|Georgia|MCINTOSH|Cox|31.5322647|-81.60356730000001
Waycross|GA|Georgia|WARE|Okefenokee|30.6668928|-82.3331791
Sandersville|GA|Georgia|WASHINGTON|Deepstep|33.0182075|-82.96903329999999
Brooks|GA|Georgia|FAYETTE|Brooks|33.2909517|-84.45936999999999
Saint Simons Island|GA|Georgia|GLYNN|Brunswick|31.1595905|-81.3885517
Savannah|GA|Georgia|CHATHAM|Garden Cty|32.1143715|-81.15400129999999
Helena|GA|Georgia|TELFAIR|Helena|32.0737872|-82.9145884
Jesup|GA|Georgia|WAYNE|Doctortown|31.6535475|-81.82928090000001
Forsyth|GA|Georgia|MONROE|Forsyth|33.0344341|-83.9383173
Harrison|GA|Georgia|WASHINGTON|Harrison|32.8262697|-82.7251364
Statenville|GA|Georgia|ECHOLS|Statenville|30.7034299|-83.02806129999999
Appling|GA|Georgia|COLUMBIA|Pollards Corner|33.54609000000001|-82.3163154
Norman Park|GA|Georgia|COLQUITT|Norman Park|31.26907409999999|-83.6871168
Ellijay|GA|Georgia|GILMER|East Ellijay|34.6948076|-84.4821498
Cisco|GA|Georgia|MURRAY|Cisco|34.9511887|-84.73632719999999
Albany|GA|Georgia|DOUGHERTY|Marine Corps Logistics Base|31.550765|-84.063847
Athens|GA|Georgia|CLARKE|Navy Supply Corps School|41.5098717|-71.3268287
Sea Island|GA|Georgia|GLYNN|Brunswick|31.2017278|-81.33169029999999
Columbus|GA|Georgia|MUSCOGEE|At&t Universal Card Service|32.5133971|-84.9679191
Acworth|GA|Georgia|COBB|Oak Grove|34.0920432|-84.6152113
Leary|GA|Georgia|CALHOUN|Leary|31.4857308|-84.5138017
Silver Creek|GA|Georgia|FLOYD|Silver Creek|34.1752778|-85.1609264
Offerman|GA|Georgia|PIERCE|Offerman|31.40966|-82.111785
Roswell|GA|Georgia|FULTON|Sandy Plains|34.0268599|-84.4744479
Manor|GA|Georgia|WARE|Manor|31.1038242|-82.57319389999999
Acworth|GA|Georgia|CHEROKEE|Acworth|34.0659329|-84.6768796
Abbeville|GA|Georgia|WILCOX|Abbeville|31.9921223|-83.3068243
Brooklet|GA|Georgia|BULLOCH|Stilson|32.37962940000001|-81.6631659
Nicholls|GA|Georgia|COFFEE|Chatterton|31.5192147|-82.637587
Moreland|GA|Georgia|COWETA|Moreland|33.2867851|-84.7677111
Porterdale|GA|Georgia|NEWTON|Porterdale|33.5751146|-83.8937954
Cartersville|GA|Georgia|BARTOW|Euharlee|34.1448193|-84.93299859999999
Marble Hill|GA|Georgia|PICKENS|Marble Hill|34.4305836|-84.33754479999999
Brinson|GA|Georgia|DECATUR|Brinson|30.97685319999999|-84.7376974
Glennville|GA|Georgia|TATTNALL|Mendes|31.996582|-81.9829469
Bowdon|GA|Georgia|CARROLL|Bowdon|33.5378885|-85.2532818
Marietta|GA|Georgia|COBB|Lockheed|33.9326147|-84.5343963
Brunswick|GA|Georgia|GLYNN|Sears|31.2157612|-81.489267
Leesburg|GA|Georgia|LEE|Leesburg|31.7321156|-84.1707423
Warrenton|GA|Georgia|WARREN|Reese|33.3413031|-82.5432355
Ailey|GA|Georgia|MONTGOMERY|Mcgregor|32.1874042|-82.5656886
Molena|GA|Georgia|PIKE|Molena|33.0120724|-84.5002013
Rhine|GA|Georgia|DODGE|Rhine|31.98962289999999|-83.2001537
Rayle|GA|Georgia|WILKES|Philomath|33.7851427|-82.9088775
Butler|GA|Georgia|TAYLOR|Butler|32.5570898|-84.2382482
Trenton|GA|Georgia|DADE|Trenton|34.8720222|-85.50913000000001
Rayle|GA|Georgia|WILKES|Rayle|33.7898457|-82.89986859999999
Statesboro|GA|Georgia|BULLOCH|Ga Southern University|32.42054890000001|-81.78653469999999
Haddock|GA|Georgia|JONES|Haddock|33.0326378|-83.4290537
Mesena|GA|Georgia|WARREN|Mesena|33.4598596|-82.5901317
Atlanta|GA|Georgia|COBB|Overlook Sru|33.8679234|-84.4700005
Ty Ty|GA|Georgia|TIFT|Ty Ty|31.4718497|-83.6468362
Lookout Mountain|GA|Georgia|WALKER|Lookout Mtn|34.9766977|-85.3589918
Saint Marys|GA|Georgia|CAMDEN|Saint Marys|30.7478954|-81.57061089999999
Arabi|GA|Georgia|CRISP|Arabi|31.8315661|-83.73794869999999
Hull|GA|Georgia|MADISON|Hull|34.0148352|-83.2937659
Folkston|GA|Georgia|CHARLTON|Folkston|30.8305102|-82.0098375
Arlington|GA|Georgia|CALHOUN|Arlington|31.4350973|-84.7225603
Clermont|GA|Georgia|HALL|Clermont|34.4778752|-83.7735148
Mansfield|GA|Georgia|NEWTON|Mansfield|33.5178968|-83.73434429999999
Pine Mountain Valley|GA|Georgia|HARRIS|Pine Mountain Valley|32.7987431|-84.82326340000002
Dudley|GA|Georgia|LAURENS|Dudley|32.5423872|-83.07042729999999
Norwood|GA|Georgia|WARREN|Cadley|33.467956|-82.7035664
Madison|GA|Georgia|MORGAN|Madison|33.558841|-83.4746491
Dahlonega|GA|Georgia|LUMPKIN|North Georgia College|34.5278618|-83.9844416
Emerson|GA|Georgia|BARTOW|Emerson|34.1270426|-84.7554925
Athens|GA|Georgia|CLARKE|University Of Georgia|33.9480053|-83.3773221
Union City|GA|Georgia|FULTON|Union City|33.5870558|-84.5424299
Louvale|GA|Georgia|STEWART|Louvale|32.1751531|-84.8252025
Dillard|GA|Georgia|RABUN|Dillard|34.9700911|-83.3871006
Willacoochee|GA|Georgia|ATKINSON|Willacoochee|31.3407551|-83.0459826
Moultrie|GA|Georgia|COLQUITT|Moultrie|31.1799407|-83.7888387
Swainsboro|GA|Georgia|EMANUEL|Wesley|32.4849965|-82.3122502
Odum|GA|Georgia|WAYNE|Odum|31.6660432|-82.027895
Atlanta|GA|Georgia|COBB|Cumberland|33.88946749999999|-84.4540213
Coosa|GA|Georgia|FLOYD|Coosa|34.2545377|-85.3544002
Swainsboro|GA|Georgia|EMANUEL|Swainsboro|32.5973856|-82.33373759999999
Helen|GA|Georgia|WHITE|Helen|34.7014839|-83.7315675
ABAC|GA|Georgia|TIFT|Abac|31.483078|-83.53016649999999
Jonesboro|GA|Georgia|CLAYTON|Lake Spivey|33.5153675|-84.2844961
Midway|GA|Georgia|LIBERTY|Midway|31.805769|-81.4306642
East Dublin|GA|Georgia|LAURENS|Dublin|32.548222|-82.87180839999999
Monroe|GA|Georgia|WALTON|Monroe|33.7948364|-83.713229
Lincolnton|GA|Georgia|LINCOLN|Lincolnton|33.7923477|-82.479018
Atlanta|GA|Georgia|COBB|Atl|33.6407282|-84.4277001
Cartersville|GA|Georgia|BARTOW|North Corners|34.1980343|-84.79121239999999
Norcross|GA|Georgia|GWINNETT|Norcross|33.9412127|-84.2135309
Franklin Springs|GA|Georgia|FRANKLIN|Franklin Spgs|34.2851044|-83.1187179
Ailey|GA|Georgia|MONTGOMERY|Ailey|32.1874042|-82.5656886
Unadilla|GA|Georgia|DOOLY|Unadilla|32.2615496|-83.73656559999999
Atlanta|GA|Georgia|FULTON|College Park|33.6534427|-84.4493725
Centerville|GA|Georgia|HOUSTON|Centerville|32.630145|-83.6896285
Stone Mountain|GA|Georgia|DEKALB|Smoke Rise|33.8081608|-84.17019599999999
Lenox|GA|Georgia|COOK|Lenox|31.2715768|-83.4648845
Stockton|GA|Georgia|LANIER|Stockton|30.9393746|-82.99958699999999
Toomsboro|GA|Georgia|WILKINSON|Toomsboro|32.8268192|-83.07931599999999
Atlanta|GA|Georgia|FULTON|Sandy Spgs|33.9304352|-84.3733147
Warner Robins|GA|Georgia|HOUSTON|Centerville|32.630145|-83.6896285
Macon|GA|Georgia|BIBB|Payne City|32.8520242|-83.6793467
Pelham|GA|Georgia|MITCHELL|Pelham|31.1276849|-84.1518466
Sylvania|GA|Georgia|SCREVEN|Hiltonia|32.8836821|-81.6612715
Atlanta|GA|Georgia|DEKALB|Northlake|33.849612|-84.2515861
Sparks|GA|Georgia|COOK|Sparks|31.1668572|-83.43738309999999
Columbus|GA|Georgia|MUSCOGEE|Columbus Brm|32.4609764|-84.9877094
Preston|GA|Georgia|WEBSTER|Preston|32.0659918|-84.537417
Chestnut Mountain|GA|Georgia|HALL|Oakwood|34.227602|-83.8843455
Fort Benning|GA|Georgia|MUSCOGEE|Fort Benning|32.3912672|-84.82290739999999
Mc Caysville|GA|Georgia|FANNIN|Fry|34.9876294|-84.3954483
Royston|GA|Georgia|FRANKLIN|Royston|34.2870503|-83.11014829999999
Hawkinsville|GA|Georgia|PULASKI|Hville|32.2837731|-83.4721177
Lincolnton|GA|Georgia|LINCOLN|New Hope|33.751842|-82.387869
Fort Stewart|GA|Georgia|LIBERTY|Hinesville|31.8690667|-81.6089873
Reidsville|GA|Georgia|TATTNALL|Reidsville|32.0868611|-82.1178978
Sautee Nacoochee|GA|Georgia|WHITE|Saute-Nacoche|34.6839825|-83.67434999999999
Camak|GA|Georgia|WARREN|Camak|33.4534709|-82.6459668
Orchard Hill|GA|Georgia|SPALDING|Orchard Hill|33.1865071|-84.2113095
Oliver|GA|Georgia|SCREVEN|Oliver|32.5215666|-81.533163
Woodstock|GA|Georgia|CHEROKEE|Woodstock|34.1014873|-84.5193754
Wadley|GA|Georgia|JEFFERSON|Wadley|32.8668223|-82.4040162
Clarkdale|GA|Georgia|COBB|Clarkdale|33.831067|-84.64971100000001
Elko|GA|Georgia|HOUSTON|Elko|32.3561031|-83.7113031
Fairburn|GA|Georgia|FULTON|Fairburn|33.5670562|-84.5810418
Jesup|GA|Georgia|WAYNE|Madray Springs|31.7340986|-81.9787278
Cochran|GA|Georgia|BLECKLEY|Cochran|32.3868278|-83.35460979999999
Shiloh|GA|Georgia|HARRIS|Shiloh|32.8101325|-84.6960378
Argyle|GA|Georgia|CLINCH|Argyle|31.0741004|-82.64847259999999
Meigs|GA|Georgia|THOMAS|Hinsonton|31.0724085|-84.0890659
Wray|GA|Georgia|IRWIN|Wray|31.6224128|-83.0548714
Cobb|GA|Georgia|SUMTER|Cobb|33.8999297|-84.56414699999999
Carlton|GA|Georgia|MADISON|Carlton|34.0431675|-83.0337558
Chester|GA|Georgia|DODGE|Chester|32.3937787|-83.15292989999999
Alapaha|GA|Georgia|BERRIEN|Alapaha|31.3851954|-83.2229323
Carnesville|GA|Georgia|FRANKLIN|Carnesville|34.3698266|-83.23515499999999
Denton|GA|Georgia|JEFF DAVIS|Snipesville|31.7226881|-82.6937513
Avondale Estates|GA|Georgia|DEKALB|Avondale Estates|33.7714939|-84.26714439999999
Waverly|GA|Georgia|CAMDEN|Spring Bluff|31.0947092|-81.7245535
Ball Ground|GA|Georgia|CHEROKEE|Ball Ground|34.3372664|-84.3779515
Decatur|GA|Georgia|DEKALB|Snapfinger|33.6649442|-84.19674839999999
Omega|GA|Georgia|TIFT|Omega|31.3410184|-83.5935011
Macon|GA|Georgia|BIBB|Geico Claims|32.809475|-83.5707144
Broxton|GA|Georgia|COFFEE|Pridgen|31.6251911|-82.88681129999999
Ellerslie|GA|Georgia|HARRIS|Ellerslie|32.6315258|-84.8013182
Turin|GA|Georgia|COWETA|Turin|33.3259053|-84.6372552
Ray City|GA|Georgia|BERRIEN|Ray City|31.0746445|-83.1993186
Demorest|GA|Georgia|HABERSHAM|Demorest|34.565098|-83.5451724
Dublin|GA|Georgia|LAURENS|Dublin|32.5404447|-82.90375399999999
Poulan|GA|Georgia|WORTH|Poulan|31.5129582|-83.78767479999999
Atlanta|GA|Georgia|FULTON|Dunwoody|33.9462125|-84.3346473
Montezuma|GA|Georgia|MACON|Dooling|32.2304391|-83.927959
Alto|GA|Georgia|HABERSHAM|Alto|34.4673222|-83.5737843
Savannah|GA|Georgia|CHATHAM|Garden City|32.1143715|-81.15400129999999
Waynesville|GA|Georgia|BRANTLEY|Waynesville|31.2101616|-81.8040027
Unadilla|GA|Georgia|DOOLY|Unidilla|32.2615496|-83.73656559999999
Jasper|GA|Georgia|PICKENS|Big Canoe|34.4695524|-84.4289888
Register|GA|Georgia|BULLOCH|Register|32.3671237|-81.88400390000001
Lawrenceville|GA|Georgia|GWINNETT|Lawrenceville|33.9562149|-83.9879625
Rutledge|GA|Georgia|MORGAN|Rutledge|33.6259545|-83.6123935
Fayetteville|GA|Georgia|FAYETTE|Woolsey|33.3623381|-84.4121473
Rincon|GA|Georgia|EFFINGHAM|Rincon|32.2947732|-81.2353612
West Green|GA|Georgia|COFFEE|West Green|31.6129701|-82.73458509999999
Bluffton|GA|Georgia|CLAY|Bluffton|31.5229496|-84.8677008
Farmington|GA|Georgia|OCONEE|Farmington|33.7756061|-83.424011
Savannah|GA|Georgia|CHATHAM|State College|32.024159|-81.064413
Marble Hill|GA|Georgia|PICKENS|Marblehill|34.4305836|-84.33754479999999
Atlanta|GA|Georgia|DEKALB|Briarcliff|33.816771|-84.3132574
Mauk|GA|Georgia|MARION|Mauk|32.5018107|-84.4210305
Montrose|GA|Georgia|LAURENS|Montrose|32.5596055|-83.1532091
Riceboro|GA|Georgia|LIBERTY|Retreat|31.7029945|-81.41399500000001
Cobbtown|GA|Georgia|TATTNALL|Cobbtown|32.2804623|-82.138731
Lyerly|GA|Georgia|CHATTOOGA|Lyerly|34.4039775|-85.40329109999999
Adel|GA|Georgia|COOK|Adel|31.1371358|-83.4234936
Byron|GA|Georgia|PEACH|Powersville|32.6537561|-83.7596295
Grantville|GA|Georgia|COWETA|Grantville|33.2348419|-84.8357678
Snellville|GA|Georgia|GWINNETT|Snellville|33.857328|-84.0199108
Monroe|GA|Georgia|WALTON|Between|33.8176113|-83.8074003
Appling|GA|Georgia|COLUMBIA|Phinizy|33.54609000000001|-82.3163154
Cuthbert|GA|Georgia|RANDOLPH|Cuthbert|31.7712748|-84.7893658
Stone Mountain|GA|Georgia|DEKALB|St Mountain|33.8053189|-84.1455315
La Fayette|GA|Georgia|WALKER|Lafayette|34.7048022|-85.2818998
Atlanta|GA|Georgia|DEKALB|Emory University|33.7925195|-84.32399889999999
Waynesboro|GA|Georgia|BURKE|Waynesboro|33.0898731|-82.0156736
Winder|GA|Georgia|BARROW|Winder|33.9926097|-83.7201709
Rocky Ford|GA|Georgia|SCREVEN|Rocky Ford|32.6635006|-81.8295571
Stapleton|GA|Georgia|JEFFERSON|Stapleton|33.21570120000001|-82.4681823
Vidalia|GA|Georgia|TOOMBS|Charles|32.2168605|-82.4290833
Pavo|GA|Georgia|THOMAS|Pavo|30.959912|-83.73794579999999
Eastman|GA|Georgia|DODGE|Eastman|32.1976729|-83.1776514
Macon|GA|Georgia|BIBB|Geico Underwriting|32.809475|-83.5707144
Sylvania|GA|Georgia|SCREVEN|Sylvania|32.7504441|-81.636776
Lebanon|GA|Georgia|CHEROKEE|Lebanon|34.1428753|-84.50937479999999
Temple|GA|Georgia|CARROLL|Temple|33.7370514|-85.032445
Lake Park|GA|Georgia|LOWNDES|Lakepark|30.6846637|-83.1828732
Albany|GA|Georgia|DOUGHERTY|Bridgeboro|31.4015686|-83.9749021
Danielsville|GA|Georgia|MADISON|Danielsville|34.1242771|-83.2212629
Milner|GA|Georgia|LAMAR|Milner|33.1167891|-84.1965855
Harlem|GA|Georgia|COLUMBIA|Harlem|33.4145834|-82.3126237
Fort Oglethorpe|GA|Georgia|CATOOSA|Fort Oglethorpe|34.9489645|-85.2569
Hawkinsville|GA|Georgia|PULASKI|Hawkinsville|32.2837731|-83.4721177
Carrollton|GA|Georgia|CARROLL|Southwire|33.5668875|-85.07045269999999
Glenn|GA|Georgia|HEARD|Glenn|33.1542875|-85.2029991
Meldrim|GA|Georgia|EFFINGHAM|Meldrim|32.1432582|-81.3778902
Daisy|GA|Georgia|EVANS|Daisy|32.1518609|-81.8345588
Bolingbroke|GA|Georgia|MONROE|Bolingbroke|32.9471846|-83.80277439999999
Pinehurst|GA|Georgia|DOOLY|Pinehurst|32.1959971|-83.76295329999999
Augusta|GA|Georgia|COLUMBIA|Augusta|33.4734978|-82.0105148
Lakemont|GA|Georgia|RABUN|Lakemont|34.7820378|-83.4162755
Nicholson|GA|Georgia|JACKSON|Nicholson|34.1139993|-83.4315488
Elberton|GA|Georgia|ELBERT|Elberton|34.1112226|-82.8670839
Upatoi|GA|Georgia|MUSCOGEE|Upatoi|32.5483817|-84.7400195
Leslie|GA|Georgia|SUMTER|Leslie|31.9554475|-84.0865706
Cairo|GA|Georgia|GRADY|Cario|30.8774132|-84.2012897
Dahlonega|GA|Georgia|LUMPKIN|Dahlonega|34.5261465|-83.9843953
Nahunta|GA|Georgia|BRANTLEY|Lulaton|31.20439|-81.98122599999999
Mcdonough|GA|Georgia|HENRY|Mcdonough|33.4473361|-84.1468616
Gibson|GA|Georgia|GLASCOCK|Gibson|33.2334789|-82.5954083
Buford|GA|Georgia|GWINNETT|Buford|34.1206564|-84.0043513
Chestnut Mountain|GA|Georgia|HALL|Chestnut Mtn|34.1726039|-83.8379544
Lumber City|GA|Georgia|TELFAIR|Lumber City|31.9293488|-82.6795831
Talmo|GA|Georgia|JACKSON|Talmo|34.185106|-83.7207267
Columbus|GA|Georgia|MUSCOGEE|Beallwood|32.5039426|-84.97377660000001
Dallas|GA|Georgia|PAULDING|Dallas|33.9243678|-84.8404997
Carrollton|GA|Georgia|CARROLL|Carrollton|33.5801103|-85.0766113
Waverly|GA|Georgia|CAMDEN|Piney Bluff|31.018936|-81.542047
Oakfield|GA|Georgia|WORTH|Oakfield|31.775892|-83.9690064
Auburn|GA|Georgia|BARROW|Auburn|34.0137179|-83.8276759
Atlanta|GA|Georgia|FULTON|Logistics & Distribution Ctr|33.7108111|-84.5927957
Oconee|GA|Georgia|WASHINGTON|Oconee|33.8231988|-83.4430118
Tignall|GA|Georgia|WILKES|Danburg|33.8247691|-82.6911812
Holly Springs|GA|Georgia|CHEROKEE|Holly Springs|34.1739857|-84.5013187
Townsend|GA|Georgia|MCINTOSH|Shellman Bluff|31.5413343|-81.5230042
Millen|GA|Georgia|JENKINS|Birdsville|32.8040512|-81.9492812
Kennesaw|GA|Georgia|COBB|Kennesaw|34.0234337|-84.6154897
Lithia Springs|GA|Georgia|DOUGLAS|Lithia Springs|33.7939953|-84.6604899
Lumpkin|GA|Georgia|STEWART|Lumpkin|32.0509895|-84.7990901
Bethlehem|GA|Georgia|BARROW|Bethlehem|33.9320556|-83.7137827
Kennesaw|GA|Georgia|COBB|N Amercn Mbrshp Grp Brm|34.0234337|-84.6154897
Atlanta|GA|Georgia|COBB|Vinnings|33.8648262|-84.4643744
Adairsville|GA|Georgia|BARTOW|Adairsville|34.3687021|-84.9341093
Lavonia|GA|Georgia|FRANKLIN|Lavonia|34.4359361|-83.10681799999999
Atlanta|GA|Georgia|DEKALB|Atlanta|33.7489954|-84.3879824
Oxford|GA|Georgia|NEWTON|Oxford|33.6190031|-83.8674051
Tucker|GA|Georgia|DEKALB|Tucker|33.8545479|-84.2171424
Alma|GA|Georgia|BACON|Alma|31.5393701|-82.4623557
Sugar Valley|GA|Georgia|GORDON|Sugar Valley|34.5581407|-85.01188979999999
Nelson|GA|Georgia|CHEROKEE|Nelson|34.3820371|-84.37103479999999
Riceboro|GA|Georgia|LIBERTY|Jones|31.6990764|-81.4921253
